Country,Cultural_Factor,Adaptation_Needed,Adaptation_Level
Country 10,Customs,Yes,0.8570105801068211
Country 30,Language,Yes,0.37004319489800663
Country 8,Religion,Yes,0.45543432517076243
Country 43,Language,Yes,0.9246083757380997
Country 21,Values,No,0.10240781335627636
Country 48,Customs,No,0.39983259494415735
Country 49,Values,Yes,0.23740452125643552
Country 42,Religion,No,0.3495490552485514
Country 3,Customs,No,0.5837937140447572
Country 7,Values,No,0.9322005478419728
Country 10,Religion,Yes,0.7347549607893001
Country 10,Religion,No,0.39541303455595367
Country 36,Etiquette,No,0.9082890269771262
Country 3,Values,Yes,0.7003910743832709
Country 25,Etiquette,Yes,0.2185878626472858
Country 17,Etiquette,No,0.25872229273838754
Country 19,Values,Yes,0.10919182777305503
Country 29,Values,No,0.31607755086001166
Country 30,Customs,No,0.26015089495790233
Country 10,Values,Yes,0.41806358123032394
Country 9,Etiquette,No,0.8563271900896275
Country 45,Language,Yes,0.6940337189370852
Country 24,Religion,Yes,0.12842620443484443
Country 42,Religion,Yes,0.7517192690093052
Country 4,Values,Yes,0.24703367417275068
Country 9,Customs,No,0.5202836693796005
Country 49,Religion,Yes,0.061115124547805655
Country 50,Etiquette,No,0.6992921107052252
Country 10,Religion,Yes,0.7736463622805324
Country 16,Language,Yes,0.9400488461950018
Country 19,Etiquette,Yes,0.08672043299237853
Country 7,Language,No,0.8383527387446492
Country 19,Values,No,0.9729901616741861
Country 7,Language,Yes,0.7719890801245926
Country 46,Language,Yes,0.7476599711201035
Country 26,Customs,No,0.9352526758553426
Country 33,Values,Yes,0.3571474832675935
Country 40,Language,No,0.8620404224665278
Country 49,Values,Yes,0.08855836626990388
Country 4,Language,No,0.8860512193742789
Country 37,Values,Yes,0.16597139083653778
Country 40,Religion,No,0.1663956940984972
Country 37,Language,No,0.42665175220733864
Country 14,Customs,No,0.76093960075271
Country 24,Values,Yes,0.09476597064643077
Country 9,Customs,Yes,0.07091113637050195
Country 48,Customs,No,0.9533950201998622
Country 18,Language,Yes,0.09400256553094166
Country 22,Values,Yes,0.995042029057505
Country 21,Language,No,0.2921117040909911
Country 50,Religion,No,0.48475069010318994
Country 29,Customs,No,0.8399899921370748
Country 46,Values,No,0.0031706441540804153
Country 18,Religion,No,0.45628712383039216
Country 16,Religion,Yes,0.5483426163893724
Country 8,Etiquette,Yes,0.8770796512230089
Country 31,Religion,Yes,0.2261436083242645
Country 37,Etiquette,No,0.42921886733339454
Country 36,Religion,No,0.8344118040619249
Country 18,Customs,No,0.5526932176923528
Country 16,Language,No,0.06625479415736535
Country 4,Customs,Yes,0.7043691366478899
Country 24,Etiquette,Yes,0.8457506249499703
Country 47,Language,No,0.44946141764711467
Country 44,Language,No,0.37016057815727044
Country 36,Customs,No,0.15591669432219812
Country 38,Customs,Yes,0.16353045592962745
Country 20,Etiquette,No,0.7919537966431313
Country 4,Language,Yes,0.9134001279978955
Country 35,Language,No,0.33352003825348675
Country 9,Language,No,0.4803686895296859
Country 13,Language,No,0.5003318666101654
Country 9,Language,No,0.6775154628911333
Country 33,Etiquette,Yes,0.6670293523971446
Country 25,Religion,Yes,0.37316907094141216
Country 27,Religion,No,0.8055476948393087
Country 32,Etiquette,Yes,0.4421534988086714
Country 34,Religion,Yes,0.22974970062936007
Country 25,Etiquette,No,0.48203111937620524
Country 3,Values,Yes,0.21925975846001744
Country 27,Etiquette,Yes,0.3276799505391994
Country 17,Values,No,0.9626596680543704
Country 14,Religion,No,0.490305550061777
Country 6,Religion,No,0.20227346616273678
Country 6,Religion,Yes,0.10768212948131672
Country 14,Religion,Yes,0.4162483965984103
Country 7,Values,Yes,0.9274673136308926
Country 22,Values,No,0.6553266684855346
Country 45,Language,No,0.4999365933769466
Country 42,Values,No,0.7273987200226346
Country 18,Religion,Yes,0.4893860305939012
Country 42,Language,No,0.42094543947129703
Country 1,Etiquette,Yes,0.5004206884575709
Country 7,Language,No,0.8783205363875531
Country 18,Language,Yes,0.40898818598950937
Country 4,Customs,Yes,0.017908651073472504
Country 43,Religion,No,0.46642791445325926
Country 13,Etiquette,Yes,0.13261716961136572
Country 38,Language,No,0.8635668732919473
Country 35,Values,No,0.9884407166794453
Country 29,Values,Yes,0.7311397261438342
Country 20,Religion,No,0.9554922745411232
Country 45,Customs,No,0.1441719165910904
Country 36,Values,Yes,0.15056892624280116
Country 12,Etiquette,Yes,0.05176456472910951
Country 6,Language,No,0.35749447666731005
Country 18,Values,Yes,0.12650754475404613
Country 35,Language,No,0.12032640287249097
Country 40,Values,Yes,0.2208845039540509
Country 41,Language,No,0.8423895685474019
Country 18,Etiquette,No,0.9515710688654057
Country 17,Religion,Yes,0.5061072978950337
Country 33,Values,Yes,0.932929746715359
Country 35,Customs,No,0.31133344765055104
Country 1,Values,Yes,0.010625786190557984
Country 39,Values,Yes,0.7172380713052388
Country 46,Values,No,0.3078563951609692
Country 25,Customs,No,0.5373304204436804
Country 18,Etiquette,No,0.9984674356980793
Country 29,Language,Yes,0.0005147400637839361
Country 15,Values,Yes,0.6528176517317588
Country 34,Values,No,0.9347683999429467
Country 3,Language,Yes,0.9164650140841748
Country 27,Religion,No,0.18825402676692837
Country 5,Religion,No,0.17056933327725843
Country 45,Language,Yes,0.018674531794386384
Country 21,Language,No,0.2584545011450584
Country 25,Customs,Yes,0.4551167579636798
Country 41,Values,No,0.004512361773057139
Country 25,Language,Yes,0.22915501223343782
Country 14,Values,No,0.035135708398603804
Country 22,Religion,Yes,0.24801846657452076
Country 50,Etiquette,Yes,0.24887289497225729
Country 12,Language,Yes,0.8258248843402253
Country 5,Religion,No,0.4045391715485235
Country 24,Language,No,0.608506464610151
Country 36,Language,Yes,0.057633601548737756
Country 9,Religion,No,0.16463690877805948
Country 28,Language,No,0.15470150526103443
Country 25,Customs,Yes,0.11856475988181003
Country 14,Religion,No,0.25964804145472764
Country 32,Etiquette,Yes,0.6577741009061077
Country 20,Etiquette,Yes,0.10475153375860302
Country 5,Language,Yes,0.5959374782928197
Country 37,Customs,Yes,0.6792475783187545
Country 1,Language,Yes,0.7876679992699184
Country 18,Language,Yes,0.6211409149477901
Country 45,Customs,Yes,0.6417226897884829
Country 6,Etiquette,No,0.26946314509151803
Country 16,Values,Yes,0.5447867672781652
Country 45,Customs,Yes,0.6899987649012386
Country 14,Religion,No,0.2834541172046514
Country 35,Etiquette,No,0.32417871218824557
Country 8,Religion,No,0.8378812446120089
Country 19,Etiquette,No,0.23136510531348475
Country 33,Customs,Yes,0.7240469142196186
Country 28,Religion,Yes,0.9249860168535716
Country 4,Etiquette,No,0.42632391751169463
Country 44,Etiquette,Yes,0.5606903570488332
Country 24,Values,No,0.13842819330779244
Country 39,Etiquette,No,0.09218318013162319
Country 40,Customs,Yes,0.9391902112261008
Country 12,Customs,Yes,0.3664160879861549
Country 11,Language,No,0.850232376432319
Country 22,Language,Yes,0.5249059384244535
Country 8,Language,No,0.5913299261489843
Country 11,Values,No,0.32502292867030347
Country 14,Language,No,0.25748010650075115
Country 9,Religion,No,0.7639296947420463
Country 18,Language,Yes,0.06821609897699221
Country 7,Customs,No,0.21180724389493055
Country 32,Religion,Yes,0.07172826213656147
Country 14,Values,No,0.12123700232235146
Country 40,Values,Yes,0.7419062534993548
Country 38,Etiquette,No,0.42079379110226633
Country 20,Values,No,0.8163876140198322
Country 10,Values,No,0.0821046800480324
Country 24,Religion,Yes,0.3016890586484098
Country 7,Etiquette,No,0.35755563426836856
Country 30,Etiquette,No,0.9349955706777195
Country 15,Etiquette,Yes,0.647213316919528
Country 3,Religion,Yes,0.8690235363745487
Country 15,Etiquette,Yes,0.6887770169675456
Country 3,Customs,Yes,0.12745899636623714
Country 49,Etiquette,No,0.21411810267465958
Country 46,Language,No,0.8924813316645064
Country 12,Religion,Yes,0.9475594531421011
Country 13,Language,No,0.6654119116838698
Country 16,Customs,Yes,0.6258670777164347
Country 21,Customs,Yes,0.6373802004380053
Country 24,Religion,No,0.05474810051290646
Country 16,Customs,Yes,0.4797024269282597
Country 17,Etiquette,No,0.5802005183907067
Country 40,Etiquette,No,0.105382944046305
Country 26,Language,Yes,0.2809255396401078
Country 9,Religion,No,0.7977787588110872
Country 48,Values,Yes,0.5084150775309678
Country 44,Language,No,0.8735277632694368
Country 50,Customs,Yes,0.9954707509625338
Country 33,Religion,Yes,0.6102116923541767
Country 18,Language,Yes,0.09458469499762001
Country 4,Religion,Yes,0.7154200820802001
Country 28,Values,Yes,0.7296528889907087
Country 1,Religion,Yes,0.23406170760362122
Country 14,Language,Yes,0.8026829198978028
Country 21,Etiquette,Yes,0.8275996011729339
Country 20,Customs,Yes,0.8423449736492156
Country 6,Values,Yes,0.18904771627777006
Country 10,Language,No,0.2890988670203689
Country 33,Values,Yes,0.8526563299048715
Country 31,Religion,No,0.5018672986378382
Country 14,Etiquette,Yes,0.7586113948346181
Country 14,Values,No,0.44311728434630715
Country 40,Customs,Yes,0.12998154014895968
Country 11,Etiquette,No,0.4881715795864473
Country 11,Values,No,0.44478257638088403
Country 30,Religion,Yes,0.31115884978395647
Country 31,Etiquette,No,0.25112460603285813
Country 31,Customs,No,0.27942438316246365
Country 37,Etiquette,No,0.3418333108420134
Country 35,Customs,No,0.810297110063874
Country 15,Language,No,0.5057929885353171
Country 38,Customs,No,0.9959480356422694
Country 41,Language,Yes,0.9442245012968643
Country 22,Customs,No,0.07000180309859039
Country 16,Language,Yes,0.335385633005447
Country 32,Etiquette,Yes,0.2689891273707351
Country 41,Values,No,0.7838330735595752
Country 47,Customs,No,0.6029097560821279
Country 44,Religion,Yes,0.23511807849095023
Country 1,Customs,No,0.9950763818914542
Country 31,Etiquette,Yes,0.4944336844704601
Country 13,Religion,No,0.11241831331953567
Country 12,Customs,Yes,0.3139080550612783
Country 10,Values,Yes,0.09929787720929262
Country 47,Religion,No,0.2521835122904741
Country 20,Values,No,0.371667265626592
Country 24,Customs,Yes,0.6211319395894125
Country 2,Customs,No,0.8570933276762137
Country 36,Values,Yes,0.6805210055297021
Country 5,Etiquette,Yes,0.27244924941675897
Country 21,Language,No,0.632719428031472
Country 43,Language,Yes,0.21402922666827429
Country 9,Values,No,0.1235949526078779
Country 25,Etiquette,Yes,0.65407281244584
Country 14,Language,Yes,0.09857169000461186
Country 48,Values,Yes,0.5955482754518887
Country 37,Religion,Yes,0.4210463651757126
Country 21,Values,Yes,0.09758193310255159
Country 20,Religion,No,0.8540835614207676
Country 1,Customs,Yes,0.7604437406596122
Country 32,Religion,No,0.19807363297620184
Country 31,Values,No,0.906085438025042
Country 3,Etiquette,No,0.08735207872154493
Country 27,Etiquette,No,0.5441749220961933
Country 36,Customs,Yes,0.8834437195912799
Country 11,Language,No,0.04775840280590016
Country 31,Etiquette,Yes,0.7364696619785704
Country 35,Religion,Yes,0.23359098715349103
Country 16,Religion,No,0.938417000585337
Country 14,Etiquette,Yes,0.17941890180896736
Country 37,Religion,Yes,0.22952483113997235
Country 16,Values,No,0.5735185816660796
Country 9,Religion,Yes,0.357079799324006
Country 40,Customs,Yes,0.3299364370779171
Country 18,Language,No,0.5348877155028721
Country 24,Values,No,0.2107153627623547
Country 2,Religion,No,0.7398548977814937
Country 39,Values,No,0.6170191123873363
Country 30,Customs,Yes,0.19330566410260064
Country 5,Values,No,0.5908307294237026
Country 23,Etiquette,No,0.2898108955964358
Country 45,Etiquette,No,0.6481818716265899
Country 8,Language,No,0.0570147514920919
Country 47,Religion,Yes,0.42232871530554006
Country 16,Etiquette,Yes,0.08772713937827092
Country 30,Customs,No,0.5592382376770767
Country 29,Language,No,0.4121622102975987
Country 22,Etiquette,No,0.4122653666436562
Country 43,Values,No,0.693826392452971
Country 9,Religion,Yes,0.12909379019138234
Country 20,Etiquette,Yes,0.4083170499139598
Country 2,Values,No,0.9579578575799471
Country 10,Language,Yes,0.29270882683812605
Country 45,Religion,No,0.11789440681892904
Country 44,Religion,Yes,0.986552306562377
Country 33,Values,No,0.18049932470021512
Country 8,Values,No,0.5415930573439485
Country 18,Etiquette,Yes,0.8361116732924153
Country 10,Religion,No,0.9047450949469354
Country 17,Customs,Yes,0.30405672233336356
Country 37,Religion,Yes,0.8649313844441359
Country 17,Values,No,0.6656879033056958
Country 48,Language,Yes,0.1937303660726748
Country 32,Customs,Yes,0.8621489061502365
Country 32,Language,No,0.3262305062129598
Country 10,Religion,Yes,0.4368645656933068
Country 44,Religion,Yes,0.9936046566632911
Country 21,Religion,No,0.7832540282020969
Country 9,Religion,No,0.4446008173175733
Country 38,Customs,Yes,0.37691208804764875
Country 5,Etiquette,No,0.9295430280623659
Country 10,Religion,No,0.941094736407861
Country 28,Values,Yes,0.2985777889384619
Country 31,Values,Yes,0.44637015177210515
Country 29,Religion,Yes,0.20682863767871473
Country 41,Values,No,0.25463510118546595
Country 33,Customs,Yes,0.7726339433010696
Country 39,Language,Yes,0.12378171153175854
Country 2,Religion,No,0.45996177567476826
Country 26,Customs,Yes,0.5935123439059676
Country 26,Values,No,0.3264053284916656
Country 22,Etiquette,Yes,0.0007949594121308134
Country 35,Etiquette,Yes,0.5316475132910105
Country 29,Values,Yes,0.13722141323898474
Country 49,Customs,Yes,0.12638350932320863
Country 21,Religion,No,0.18851462032943567
Country 13,Religion,No,0.14955919037487997
Country 44,Etiquette,No,0.13885083505549778
Country 24,Etiquette,No,0.6199892588525616
Country 21,Customs,No,0.4545840132271899
Country 43,Language,Yes,0.8103814958972679
Country 43,Etiquette,Yes,0.8937684682248872
Country 46,Language,No,0.19150580161053576
Country 12,Religion,Yes,0.04471299816214991
Country 48,Customs,Yes,0.8336086352734704
Country 22,Values,No,0.9223198791707916
Country 12,Religion,No,0.9870970565160883
Country 33,Language,No,0.7112990918085298
Country 40,Language,No,0.39980104342853673
Country 46,Etiquette,Yes,0.29772795360613413
Country 47,Values,No,0.5562789358997777
Country 6,Language,No,0.5572859053174811
Country 13,Customs,Yes,0.31673721939674004
Country 31,Customs,No,0.791056116198988
Country 15,Etiquette,No,0.11443819322896365
Country 1,Religion,Yes,0.5452944185539315
Country 21,Values,No,0.11874952288439378
Country 8,Language,No,0.36557218178170625
Country 18,Customs,Yes,0.5862742779675922
Country 42,Religion,Yes,0.29316833111318286
Country 7,Religion,Yes,0.1935857431353527
Country 19,Etiquette,Yes,0.18263079489293887
Country 23,Religion,Yes,0.37607533972396034
Country 45,Etiquette,Yes,0.577007871503897
Country 44,Language,No,0.5454880182399404
Country 48,Religion,No,0.027392228722953882
Country 45,Customs,No,0.33451876755515764
Country 14,Language,No,0.3765832801986083
Country 12,Religion,Yes,0.08120574674864955
Country 10,Customs,No,0.9069873515167843
Country 28,Religion,Yes,0.5398996151354329
Country 1,Religion,No,0.19011572851136083
Country 43,Values,No,0.43759075320999274
Country 35,Customs,Yes,0.6836616465684866
Country 25,Customs,Yes,0.8464534007756157
Country 23,Customs,No,0.5575693391440607
Country 10,Language,No,0.2365867046481669
Country 27,Language,No,0.7117778045587844
Country 39,Language,Yes,0.8170787262372754
Country 28,Customs,No,0.4706353172416686
Country 31,Religion,Yes,0.9967550755855776
Country 8,Language,No,0.5468174260615922
Country 47,Customs,No,0.4320020066534873
Country 16,Religion,Yes,0.34300783667668144
Country 42,Religion,No,0.20967944706723196
Country 46,Language,Yes,0.6904365132618989
Country 13,Religion,No,0.2917519401755122
Country 3,Etiquette,Yes,0.8649802918650777
Country 37,Religion,No,0.44349070900898635
Country 31,Values,No,0.375763290064145
Country 7,Religion,Yes,0.6907309947351243
Country 47,Values,Yes,0.33667619945152105
Country 38,Etiquette,No,0.32540824571675875
Country 33,Etiquette,No,0.9808503047915639
Country 41,Etiquette,No,0.00670462262023408
Country 19,Values,Yes,0.8139925959598219
Country 42,Customs,No,0.14127504508970623
Country 30,Customs,Yes,0.18602456952005253
Country 37,Language,No,0.021047244225268824
Country 17,Customs,No,0.7250174835500158
Country 11,Religion,No,0.827494099072391
Country 12,Values,Yes,0.9775178243256879
Country 47,Etiquette,Yes,0.8502077491526324
Country 31,Language,Yes,0.608427554247602
Country 1,Language,Yes,0.788435794101528
Country 5,Language,No,0.9912176072182984
Country 13,Religion,No,0.5765364777273772
Country 34,Etiquette,No,0.14150687764117975
Country 26,Etiquette,No,0.9705271599715231
Country 27,Values,No,0.4663731836481273
Country 17,Etiquette,Yes,0.7984292343158959
Country 15,Customs,No,0.7102962596513953
Country 18,Customs,Yes,0.20471783169814972
Country 24,Values,No,0.8936560005946776
Country 18,Values,No,0.6830028544369273
