Scenario,Country,Investment_Required_USD,Projected_ROI_Percent,Risk_Level
Scenario 444,Country 21,1229886.9240844436,15.771992031839249,Low
Scenario 445,Country 7,4615630.922503573,24.69354473534308,High
Scenario 446,Country 4,3520622.048057678,9.899886451454138,Medium
Scenario 447,Country 37,4951582.086631061,21.056906088766315,Medium
Scenario 448,Country 13,3335468.0416940977,9.91820166551624,Medium
Scenario 449,Country 1,1298858.0513986868,24.582973912908145,Medium
Scenario 450,Country 11,1459377.0639321082,13.947531884112713,Medium
Scenario 451,Country 4,4841191.138108709,22.447057866517014,Medium
Scenario 452,Country 42,3988658.2816838636,10.594132249754084,Low
Scenario 453,Country 6,4636858.6017085165,8.737877114705467,Medium
Scenario 454,Country 43,325744.6156181552,8.618320129294741,Medium
Scenario 455,Country 3,1175147.595806358,15.820171461740385,Medium
Scenario 456,Country 37,2243446.93589613,9.797922974078784,Medium
Scenario 457,Country 20,1101515.4230275443,21.42112958577442,High
Scenario 458,Country 7,2133100.4848456723,11.283006038146809,Medium
Scenario 459,Country 25,3035880.5100361137,10.072318377949912,Low
Scenario 460,Country 39,1904207.532351061,6.155377254696386,Low
Scenario 461,Country 7,957828.2897092738,22.38516499334583,Low
Scenario 462,Country 10,1704679.5476859254,13.145529834766567,Medium
Scenario 463,Country 41,1144614.8079642183,23.157214572678082,Low
Scenario 464,Country 48,2028522.9345974734,22.81117295458409,Medium
Scenario 465,Country 26,1956220.5138865155,13.858297300713163,High
Scenario 466,Country 36,2743844.4147045203,21.373523615616925,Medium
Scenario 467,Country 34,1382488.335344701,9.778671905731006,High
Scenario 468,Country 18,2619005.9934498775,12.856813109289373,Medium
Scenario 469,Country 30,2339850.640832482,22.50070897026892,Low
Scenario 470,Country 15,302221.83055381116,21.467182552442438,Medium
Scenario 471,Country 18,1271119.9157181103,9.843681202443534,Low
Scenario 472,Country 49,732748.1382141104,14.290545872980287,High
Scenario 473,Country 5,3406132.1824420667,16.73894431152533,High
Scenario 474,Country 14,2849207.2969887475,10.707279306604761,High
Scenario 475,Country 43,2167696.658403865,9.381161819705016,Medium
Scenario 476,Country 43,667522.8074833081,22.709644236113768,Low
Scenario 477,Country 32,1380842.0332467863,17.87328588139472,High
Scenario 478,Country 19,685231.4992153159,12.250234261215516,Low
Scenario 479,Country 20,3560239.7977499366,6.8087387304358415,Low
Scenario 480,Country 40,1580459.21442421,15.6239466589573,Medium
Scenario 481,Country 22,1490142.5211046434,11.91536750648433,High
Scenario 482,Country 37,129878.265094501,7.891422306038565,High
Scenario 483,Country 26,4468894.683952114,16.551615253320627,Medium
Scenario 484,Country 34,1997455.2779793788,22.934144573172574,Medium
Scenario 485,Country 32,1883874.336796199,15.788781945147893,Medium
Scenario 486,Country 14,2256401.323554349,14.334393529832285,Low
Scenario 487,Country 18,4733372.249837737,21.73045861707963,Medium
Scenario 488,Country 20,2255425.548273987,16.78329880330593,Low
Scenario 489,Country 22,4906257.6948936805,14.533064484736698,Medium
Scenario 490,Country 40,928080.9790155239,12.917478427287625,Medium
Scenario 491,Country 35,1117488.4741010712,16.793891054592518,High
Scenario 492,Country 23,4966572.245827422,10.882458375148513,Low
Scenario 493,Country 19,3044258.2721451726,12.476473388334126,High
Scenario 494,Country 12,1954781.5719469006,17.507225710815245,Medium
Scenario 495,Country 50,1475754.1413861655,12.909587369724134,Low
Scenario 496,Country 34,2361849.3191621113,17.64340665111196,Low
Scenario 497,Country 26,1844198.77833791,22.418048706182617,Medium
Scenario 498,Country 11,2138553.5766430255,5.211646938762103,Medium
Scenario 499,Country 35,4634772.4740149425,7.799915927707623,High
Scenario 500,Country 24,1136976.5965143095,19.900100679927057,Medium
Scenario 501,Country 28,3597484.6682418743,13.41927118481417,High
Scenario 502,Country 5,2283731.621677276,16.645108365998322,Medium
Scenario 503,Country 5,2923521.6374970106,11.192615061478172,High
Scenario 504,Country 27,428575.5198621638,24.42814472990356,High
Scenario 505,Country 37,4803135.4694585195,5.300381411082151,Medium
Scenario 506,Country 5,2152794.28517736,16.610239115981983,High
Scenario 507,Country 11,423708.8639573423,21.092927919034782,Medium
Scenario 508,Country 12,1358520.0636970375,23.82757171371576,Low
Scenario 509,Country 35,2588787.573986491,12.774175881835799,Low
Scenario 510,Country 39,3717674.5929588685,13.123803729929024,Medium
Scenario 511,Country 1,2193656.3185404786,24.928956637674936,Low
Scenario 512,Country 46,331682.4764159707,18.61765917914245,Medium
Scenario 513,Country 1,3759438.294662218,19.14463038570351,Medium
Scenario 514,Country 37,928056.7568425862,11.544193143095306,Low
Scenario 515,Country 43,3347727.401267667,6.361564835688749,Medium
Scenario 516,Country 1,652217.231565227,11.09880623552495,Medium
Scenario 517,Country 28,2197963.9762670477,12.790906165301816,Low
Scenario 518,Country 21,712487.4334462816,19.253807923172797,High
Scenario 519,Country 50,1593620.7436897429,22.530612402573905,Medium
Scenario 520,Country 16,2626255.465420362,9.485414095571162,High
Scenario 521,Country 49,647257.2821822667,12.336991576463646,High
Scenario 522,Country 42,2461777.049504035,12.899932962608048,Low
Scenario 523,Country 25,4994476.5697782505,9.873115580306642,High
Scenario 524,Country 5,4965399.896941701,9.242847660815352,Medium
Scenario 525,Country 23,4526121.633713484,8.058643155779553,High
Scenario 526,Country 16,1325937.319562409,6.1043207901593854,High
Scenario 527,Country 39,3186383.9238146166,24.667502297247484,Low
Scenario 528,Country 11,1254570.7369570734,16.86800901384454,Medium
Scenario 529,Country 7,1554392.3008328108,6.567443229571122,Low
Scenario 530,Country 30,549319.774548434,19.701860424427313,High
Scenario 531,Country 13,4256731.193658451,7.0702171315406375,Low
Scenario 532,Country 21,1826952.2410027669,8.127792458497929,High
Scenario 533,Country 16,296838.614882463,16.05894622206414,High
Scenario 534,Country 15,2661827.6096509867,10.379037925961876,Medium
Scenario 535,Country 13,4778200.442484397,17.617419724905375,Medium
Scenario 536,Country 6,289093.29769725073,19.58450516753417,High
Scenario 537,Country 22,630989.714971736,16.944143531435287,High
Scenario 538,Country 49,2430561.087807532,11.921832476915277,Low
Scenario 539,Country 23,359632.9204160789,19.554448158440938,Low
Scenario 540,Country 37,2469722.978973059,17.84819268628932,High
Scenario 541,Country 13,226474.59287201916,8.668873283963261,Low
Scenario 542,Country 38,2100479.855304254,15.91972525175687,Low
Scenario 543,Country 33,4151465.244673942,17.816055034874566,Medium
Scenario 544,Country 19,516465.30449771247,19.45220362024881,Medium
Scenario 545,Country 44,2048601.274014288,18.19101143617255,High
Scenario 546,Country 42,234293.0435713632,16.28014996143947,High
Scenario 547,Country 48,230101.50947046102,16.484931946503785,Low
Scenario 548,Country 26,4418536.941646465,15.391613381331057,Medium
Scenario 549,Country 9,4909516.394388395,8.84995477411197,Medium
Scenario 550,Country 34,850695.1959989467,19.74127610018025,Medium
Scenario 551,Country 11,3198448.068390997,6.163757203041942,Low
Scenario 552,Country 34,3250537.655796087,11.853836055724425,High
Scenario 553,Country 2,4306003.161308841,15.153703969063717,Medium
Scenario 554,Country 6,3009552.9628194333,10.240563183353009,Medium
Scenario 555,Country 29,3644871.1995646353,8.266063767548706,High
Scenario 556,Country 48,3678032.748646343,7.200418035303853,Medium
Scenario 557,Country 6,2307986.313853312,17.41830205573185,High
Scenario 558,Country 39,3916293.8986248467,11.769505495531101,Medium
Scenario 559,Country 42,2568147.903651484,8.197592633345499,High
Scenario 560,Country 22,2497522.0730101774,8.712748364947858,Medium
Scenario 561,Country 6,2303166.1081749555,18.506056095554456,Medium
Scenario 562,Country 8,4612854.178970937,23.342536979497133,Low
Scenario 563,Country 38,2542268.4820399717,22.09761303474196,Medium
Scenario 564,Country 20,3250805.43378403,24.06609526578418,Medium
Scenario 565,Country 35,4010015.664628625,13.674540074104108,High
Scenario 566,Country 8,800863.3070805758,9.567707423820142,Medium
Scenario 567,Country 11,3832559.046723878,24.78015061691103,Low
Scenario 568,Country 20,388791.61465458747,11.3862832082294,High
Scenario 569,Country 14,4759017.4981283955,15.808833471165613,Low
Scenario 570,Country 42,3667951.683603085,10.943669838742698,Medium
Scenario 571,Country 25,587178.0881479646,11.467403240099912,High
Scenario 572,Country 34,1871900.3274315489,7.19619507179975,High
Scenario 573,Country 32,1770100.5431391674,12.24487524196432,Low
Scenario 574,Country 14,2324990.601750747,11.16304357078004,High
Scenario 575,Country 36,544934.3150418543,21.67031197911904,High
Scenario 576,Country 2,1425980.6921546317,21.334863891388423,Low
Scenario 577,Country 42,2487853.5151756797,5.278563432746086,Low
Scenario 578,Country 32,859397.8781058808,14.90055107953875,Low
Scenario 579,Country 1,4791906.102685717,8.823662071675699,Low
Scenario 580,Country 22,2761051.696734094,6.44548369126813,High
Scenario 581,Country 43,3799410.5001232866,6.886652579445478,Medium
Scenario 582,Country 22,4581242.359198039,24.330337307825708,High
Scenario 583,Country 9,3604810.7112757047,17.30936868887791,Medium
Scenario 584,Country 5,1859816.9456495605,16.477109030875482,High
Scenario 585,Country 25,1582999.463441049,14.562902733859136,Medium
Scenario 586,Country 1,1730116.6772748237,6.2269593970141734,Low
Scenario 587,Country 3,653412.0622371285,24.731186923242735,Medium
Scenario 588,Country 37,3701559.308445902,20.98504570434922,Low
Scenario 589,Country 12,517832.8117751403,16.996573777975897,High
Scenario 590,Country 45,3158021.58218211,21.559009478856787,Medium
Scenario 591,Country 12,4655242.373141432,17.49646628274237,Medium
Scenario 592,Country 20,2918753.5018778746,20.73569311454446,Medium
Scenario 593,Country 44,1673659.6235427763,8.705131721162216,High
Scenario 594,Country 36,3495714.7750957543,20.46807973894314,Low
Scenario 595,Country 6,3131257.010225856,21.653501632157187,Medium
Scenario 596,Country 26,2089627.9595081697,9.381087821868137,High
Scenario 597,Country 31,3682531.753276262,11.860833337719917,High
Scenario 598,Country 45,170221.84526661405,5.733212369139562,High
Scenario 599,Country 28,3880057.882041109,24.197590014057887,Low
Scenario 600,Country 38,1061145.8328073225,20.829751951353146,Low
Scenario 601,Country 9,201130.84882327585,13.583215600231837,Low
Scenario 602,Country 26,208924.40418737737,7.100482624096383,Low
Scenario 603,Country 23,2867808.6251379037,6.383788491117983,Medium
Scenario 604,Country 28,885876.952307429,14.575652726728872,High
Scenario 605,Country 16,1615568.4889778618,10.521473051668,Low
Scenario 606,Country 17,3522189.317870801,18.01192962848301,Medium
Scenario 607,Country 38,910643.4690214304,17.851032562420514,Low
Scenario 608,Country 16,3622469.2886203513,9.079213272947511,Medium
Scenario 609,Country 45,3528847.4327008366,5.3570359591015375,High
Scenario 610,Country 16,3809110.914332408,20.54935231509056,Low
Scenario 611,Country 28,3032597.9507444086,22.544791236958336,Medium
Scenario 612,Country 5,100833.53855416644,6.782695521241964,Medium
Scenario 613,Country 14,3637043.12209562,5.0368512101875496,Low
Scenario 614,Country 4,2274141.14296202,23.560460485048537,High
Scenario 615,Country 1,120416.29552563919,24.120341856907743,Medium
Scenario 616,Country 13,1928610.0864924556,18.827505716524332,Low
Scenario 617,Country 24,2728207.0897619943,23.640610574786926,Low
Scenario 618,Country 38,4911654.72373669,11.547367641493677,Medium
Scenario 619,Country 7,2112862.9935868243,13.286519010460466,High
Scenario 620,Country 9,4253078.7778980555,15.91175786569564,High
Scenario 621,Country 14,1086048.038580574,12.976865682090308,Medium
Scenario 622,Country 8,3475263.2615261055,11.401819991489182,Low
Scenario 623,Country 26,2145169.873770465,12.664824001276905,Medium
Scenario 624,Country 49,936546.9167599786,15.746751109331097,Low
Scenario 625,Country 17,3871320.473433086,15.07052474338203,Low
Scenario 626,Country 48,4299653.845110511,22.788642653112426,High
Scenario 627,Country 2,3219027.788180685,6.144246895527368,Medium
Scenario 628,Country 20,941083.3743044201,17.58754136828427,High
Scenario 629,Country 35,1630153.4516306885,10.376998886423037,High
Scenario 630,Country 37,3057843.9384851772,12.867692426430619,Medium
Scenario 631,Country 18,1244475.5907172167,14.226860645656135,Low
Scenario 632,Country 8,1150363.103956607,22.33614177166259,Medium
Scenario 633,Country 25,1957334.243707725,16.02735180567625,Medium
Scenario 634,Country 5,2469598.2276549498,12.099259287825546,Low
Scenario 635,Country 43,1900374.0887811093,22.138396059374447,High
Scenario 636,Country 37,1961761.898502006,14.727670734790035,Medium
Scenario 637,Country 5,3068107.400721749,18.330258088701093,Medium
Scenario 638,Country 4,2944647.550072234,20.393854811874128,Low
Scenario 639,Country 9,901957.3326994503,5.039416882237894,High
Scenario 640,Country 43,1351487.0656972243,15.091040633259215,High
Scenario 641,Country 45,748395.1899265037,12.486555230493996,High
Scenario 642,Country 12,4320538.222120791,17.20742100754607,Low
Scenario 643,Country 48,717940.7440234829,6.6431626766269725,Medium
Scenario 644,Country 8,2087159.6804268835,19.755076427393654,High
Scenario 645,Country 9,337668.0316341578,8.63466184008043,Low
Scenario 646,Country 27,2446385.0095317275,18.068887990276732,Low
Scenario 647,Country 19,3361873.6525952774,23.663200097726286,Low
Scenario 648,Country 31,1190396.6663209386,6.80519044389494,Medium
Scenario 649,Country 24,4798845.467000615,10.344167646183266,Low
Scenario 650,Country 17,2081449.4415866567,6.395222588687364,Low
Scenario 651,Country 26,3682525.669170936,20.485888296030048,Medium
Scenario 652,Country 45,3499092.4809931237,12.654810238798698,High
Scenario 653,Country 45,2413752.085913655,21.94350658700525,Medium
Scenario 654,Country 49,4784235.052255845,19.495169631710453,Low
Scenario 655,Country 11,1609091.2503632403,5.957942286995648,Low
Scenario 656,Country 39,155241.22216295035,8.4045355586953,Medium
Scenario 657,Country 27,1410951.3518120395,18.45834599313402,Medium
Scenario 658,Country 41,752557.3432619754,19.95772499719869,High
Scenario 659,Country 45,4713451.523556452,8.758995226129219,High
Scenario 660,Country 31,4877105.44410001,6.817679984254501,Low
Scenario 661,Country 4,1018582.7057622937,17.70125929164252,High
Scenario 662,Country 39,3598538.0613184394,23.886271363043704,High
Scenario 663,Country 41,3359430.264719751,6.199901310961426,Medium
Scenario 664,Country 35,4382400.939183235,24.205553930850435,Low
Scenario 665,Country 5,1739668.2948951335,13.61264364261368,Low
Scenario 666,Country 2,3782757.3113628384,16.683834623171798,High
Scenario 667,Country 10,4493761.703433053,23.314279424710247,Low
Scenario 668,Country 15,1321242.0449587116,18.458933073012755,High
Scenario 669,Country 20,500386.95559149154,14.14655390205035,Medium
Scenario 670,Country 21,3009364.525808623,18.591371945982495,High
Scenario 671,Country 42,2180983.46786536,17.241656458710416,High
Scenario 672,Country 33,3440469.872285324,14.330745845176011,High
Scenario 673,Country 9,1172219.9667254062,7.220550706512789,High
Scenario 674,Country 14,4519001.305710936,6.626111082652038,Medium
Scenario 675,Country 22,1790932.534331451,13.766501641004695,Low
Scenario 676,Country 28,3845384.5124389236,9.947769929321941,Medium
Scenario 677,Country 47,1022584.0607057535,15.593352782938153,Low
Scenario 678,Country 47,887369.6623879777,21.880449605256672,Medium
Scenario 679,Country 3,3328551.299688559,23.353308024162608,Medium
Scenario 680,Country 24,4864659.346484701,22.782689752702414,High
Scenario 681,Country 11,3275967.299565357,17.617764820977794,Low
Scenario 682,Country 30,3395444.7068760563,7.617082968064068,Medium
