Country,Risk_Type,Risk_Level,Impact_Score
Country 12,Economic,Low,2.765617150954207
Country 12,Social,High,2.34026723670664
Country 28,Political,Low,3.7740556750384684
Country 6,Social,Low,4.675520243172633
Country 32,Social,Low,1.6844418179605474
Country 18,Political,Medium,3.4419357453899257
Country 11,Political,Medium,2.8539396440973377
Country 23,Political,Medium,1.5075152825858757
Country 48,Environmental,Medium,4.1936445356904795
Country 28,Economic,Low,1.0093953724338274
Country 19,Economic,Medium,4.103558444660532
Country 35,Social,High,1.8584276225267806
Country 10,Social,Low,3.570194261313356
Country 46,Economic,Low,4.711647367926396
Country 3,Social,Medium,4.1853275586020535
Country 9,Regulatory,Low,2.6797349174322007
Country 24,Political,High,4.890736703152237
Country 12,Environmental,Low,4.187219852655136
Country 15,Political,Medium,3.1582246562595766
Country 43,Regulatory,Medium,4.352061114796168
Country 26,Social,High,2.190117834542146
Country 29,Environmental,Low,4.659589806509016
Country 35,Economic,Medium,1.0376264185064654
Country 26,Environmental,High,2.347280857968877
Country 6,Regulatory,High,1.1785409850832322
Country 38,Political,Low,2.382303705028262
Country 23,Environmental,Medium,4.9286321076427875
Country 42,Environmental,High,2.901255763207484
Country 22,Environmental,Medium,2.2887319408190545
Country 30,Regulatory,High,4.824084974439547
Country 5,Political,High,2.467011688139445
Country 40,Economic,Low,1.5653601573512725
Country 47,Economic,Low,4.016698431753359
Country 27,Social,High,1.1879056073728242
Country 48,Environmental,Low,4.87155238457755
Country 36,Political,Low,3.469056080567828
Country 6,Social,High,3.24470670887948
Country 29,Environmental,Low,4.391941436254653
Country 4,Regulatory,Low,1.809257905985909
Country 31,Environmental,Low,3.59208152201902
Country 18,Social,Low,2.965692236263762
Country 40,Political,Medium,1.152998137236846
Country 37,Political,Low,3.099914640395018
Country 49,Economic,Low,3.3944558898289334
Country 33,Political,Low,1.106877653506673
Country 13,Regulatory,Low,3.5624351127755847
Country 18,Regulatory,High,1.9106810371989464
Country 19,Political,Low,3.7340225341661246
Country 6,Regulatory,High,4.972403115517601
Country 4,Economic,High,3.5375993893931486
Country 42,Environmental,High,2.9385463573938373
Country 43,Social,Medium,1.4785911105153704
Country 11,Economic,Low,2.1332662961861786
Country 35,Social,Low,1.8147534882156742
Country 1,Environmental,High,3.1627764001890046
Country 27,Political,Low,2.1762092365776025
Country 22,Environmental,High,3.4671623672344567
Country 49,Regulatory,Low,3.893435886647786
Country 49,Social,Medium,1.4402240070914667
Country 41,Economic,Medium,2.329646389741537
Country 20,Economic,High,1.7962570430667562
Country 11,Regulatory,Low,4.526472345483954
Country 30,Political,Medium,2.174344503778604
Country 36,Economic,Medium,3.299393542597314
Country 18,Environmental,High,2.492044746173003
Country 26,Environmental,High,1.8085566283588927
Country 16,Social,High,1.677800882628575
Country 23,Regulatory,Low,1.7011054690158893
Country 39,Environmental,High,1.5479112169519973
Country 12,Environmental,High,3.7122922109364063
Country 48,Regulatory,High,1.4401569064591513
Country 23,Environmental,Low,3.11356981850551
Country 8,Economic,Medium,3.335598629312705
Country 43,Regulatory,Low,3.5124841684318726
Country 38,Regulatory,High,2.4456626971694124
Country 30,Economic,High,1.2245828608837712
Country 46,Political,Low,2.4456041523043166
Country 4,Economic,Low,4.419515250632634
Country 24,Environmental,High,3.06951749167936
Country 3,Social,High,4.720962129838677
Country 28,Social,Medium,2.800393306303558
Country 40,Environmental,Low,2.8021604105873203
Country 6,Economic,Low,4.742079422801707
Country 26,Regulatory,High,3.1253895451972205
Country 29,Regulatory,Medium,4.834191011525682
Country 48,Economic,High,3.4163200970387804
Country 42,Environmental,Low,4.8704837187868115
Country 31,Political,Low,3.606310629931468
Country 16,Social,High,4.790235394276629
Country 30,Social,Low,4.655074462642119
Country 25,Social,Low,2.4716011578919854
Country 47,Economic,Low,3.806722088279992
Country 7,Social,Low,4.55138536294
Country 39,Economic,Medium,1.9027008208266327
Country 36,Environmental,Medium,1.3989746514174377
Country 37,Social,Low,2.4956244838968287
Country 44,Political,High,2.169945003576885
Country 44,Regulatory,Medium,1.8507429651977536
Country 49,Environmental,Low,1.0790637461636012
Country 15,Political,Low,4.799186835179139
Country 49,Regulatory,Low,1.2850039098110981
Country 43,Environmental,Low,3.3066366472249684
Country 34,Political,Medium,1.1641969954529818
Country 2,Regulatory,Low,1.835122358783904
Country 27,Environmental,Low,2.38993209580757
Country 31,Environmental,Low,2.838711251053359
Country 38,Regulatory,High,4.411249947047062
Country 30,Environmental,Medium,4.612866325691935
Country 23,Economic,Low,4.364813651623631
Country 48,Economic,Low,4.000519474284403
Country 25,Social,Medium,1.7707541327180825
Country 21,Political,High,4.303578307837254
Country 20,Environmental,Low,3.4797314849716643
Country 23,Environmental,High,4.731459837471126
Country 2,Economic,High,2.257358240243513
Country 13,Regulatory,Low,1.9724181387463258
Country 16,Social,Low,2.1988961303728787
Country 34,Environmental,Medium,1.916631855276413
Country 41,Social,Low,3.8280871314429277
Country 19,Environmental,Low,3.4497096651365173
Country 45,Political,Medium,4.973690421862567
Country 11,Economic,Medium,4.3186329132152945
Country 26,Social,High,1.484442523857589
Country 50,Political,Medium,3.102262899719762
Country 44,Political,High,1.0808936012405628
Country 32,Environmental,Medium,1.997228520604096
Country 8,Regulatory,High,2.522229751676071
Country 41,Regulatory,Low,4.175469399324443
Country 33,Economic,Medium,2.65642509009058
Country 30,Political,Low,2.0305016566556695
Country 48,Political,Medium,1.854762096012497
Country 2,Social,High,2.751691566991918
Country 30,Environmental,Low,3.3390667655677175
Country 25,Political,High,2.1552857625794957
Country 9,Regulatory,Low,1.3921906324873703
Country 44,Environmental,High,4.537192252358052
Country 42,Political,Medium,4.234218576211642
Country 16,Regulatory,High,4.908742943389187
Country 9,Political,High,1.5116182786160022
Country 9,Social,High,2.8728562562773248
Country 21,Social,Low,1.9158227457927994
Country 46,Economic,Low,2.408329135123137
Country 50,Regulatory,Medium,4.629275867871438
Country 37,Economic,High,4.84900785628675
Country 38,Regulatory,Medium,1.3340281052413334
Country 49,Political,Low,4.436813195192382
Country 50,Environmental,High,4.578926323739613
Country 3,Regulatory,Low,1.3758126171544198
Country 50,Environmental,Low,3.399451799276386
Country 7,Social,Low,1.266688822459093
Country 20,Regulatory,Low,1.7969882854699368
Country 18,Political,High,3.092150413994586
Country 46,Political,Low,4.403864294450569
Country 47,Environmental,High,1.0049266133644643
Country 32,Regulatory,Low,1.2942575110455428
Country 32,Economic,Medium,3.0700678546931526
Country 8,Social,Medium,4.826559263524667
Country 17,Economic,High,1.9901459059410334
Country 37,Social,High,1.8322762638184673
Country 37,Political,Medium,3.639823009854153
Country 23,Regulatory,Low,2.726877880028564
Country 9,Economic,High,3.500177843824722
Country 32,Regulatory,Medium,4.096093244277629
Country 6,Regulatory,Low,2.7375582613086586
Country 28,Regulatory,Medium,2.765935092789057
Country 1,Social,Medium,2.0609950011527953
Country 33,Economic,High,3.674795236969345
Country 27,Regulatory,Low,2.873821895227596
Country 9,Regulatory,High,1.2899385924861195
Country 39,Social,Low,2.5662127412042994
Country 16,Political,Low,2.301499826111337
Country 4,Regulatory,High,1.729796070215527
Country 13,Regulatory,Medium,1.6876622644300365
Country 13,Political,Low,1.5939226299843874
Country 50,Political,High,4.216500991057538
Country 25,Social,High,1.3378889849247981
Country 16,Regulatory,Low,4.77404515502818
Country 48,Social,High,4.803961818892354
Country 2,Economic,Medium,2.9422347986532404
Country 29,Political,Low,4.276719462129882
Country 2,Regulatory,Low,2.128806793103874
Country 41,Environmental,High,2.22378736661607
Country 13,Regulatory,Medium,1.6778913852131812
Country 38,Political,Low,1.0652797628488404
Country 33,Economic,High,4.331022841752867
Country 9,Regulatory,Low,2.4721147649259088
Country 49,Economic,Medium,4.99920321544492
Country 50,Economic,Low,2.602509128643306
Country 26,Environmental,Medium,3.5619691109375267
Country 42,Social,Medium,3.5988972103566037
Country 4,Social,Low,1.453408907510057
Country 45,Social,Medium,3.0359360865299534
Country 18,Environmental,Medium,4.902795060949234
Country 26,Political,Low,4.593447297900633
Country 12,Political,Low,3.697892815328293
Country 10,Environmental,High,4.030946839744554
Country 24,Political,Low,2.346076344352446
Country 39,Social,Low,1.7605074259084317
Country 21,Regulatory,Medium,2.931130766413035
Country 5,Political,Low,3.8311700448172625
Country 46,Political,High,3.09853210601126
Country 28,Regulatory,High,3.221077955914042
Country 47,Economic,High,4.393642674633473
Country 1,Economic,High,4.138462075875626
Country 1,Regulatory,High,3.4104204327826233
Country 44,Political,Medium,1.160482756857331
Country 41,Regulatory,Medium,3.83888186917012
Country 36,Social,Medium,1.6561209288749095
Country 1,Regulatory,Medium,2.1464103023268297
Country 1,Political,Low,4.797547076634059
Country 44,Economic,Low,3.8636556495298238
Country 46,Political,Medium,3.9612133516724395
Country 22,Political,Low,4.524377422301057
Country 43,Economic,Medium,2.5418965383358154
Country 9,Political,Low,3.5555811770077974
Country 28,Social,Low,3.9817749012221446
Country 20,Economic,Low,2.0725963309559265
Country 28,Regulatory,Medium,4.521792668406932
Country 46,Political,High,4.854462607566967
Country 34,Political,Low,3.0960830623625046
Country 26,Social,Medium,3.237988000691567
Country 37,Regulatory,High,4.192043975307562
Country 50,Political,Medium,4.227881210797426
Country 13,Political,Low,2.100134562306927
Country 10,Regulatory,Low,3.904829830561406
Country 19,Regulatory,High,1.724830824730466
Country 48,Social,Low,2.793834825359616
Country 14,Economic,Low,4.719975043097893
Country 38,Social,Low,4.406820384875743
Country 3,Political,Medium,1.3087837359979195
Country 15,Political,High,1.7524995168025943
Country 16,Regulatory,Low,1.80862210828403
Country 4,Political,Low,2.255229492816081
Country 9,Environmental,Low,3.706957903900371
Country 5,Environmental,Low,1.2232776002445465
Country 17,Environmental,Low,4.251276217328369
Country 29,Regulatory,Low,3.5271198573957077
Country 26,Political,High,1.2844306493639244
Country 40,Economic,Medium,2.826888435699555
Country 12,Social,Medium,4.132143216779154
Country 12,Regulatory,High,4.405657198337774
Country 20,Political,Low,4.007102132642757
Country 5,Regulatory,Medium,1.0921582722291174
Country 33,Economic,High,1.8355733209103633
Country 46,Regulatory,Medium,3.4340828859596395
Country 27,Economic,Low,1.8952167389976164
Country 29,Social,High,3.1550781956094696
Country 31,Regulatory,Low,4.391541164993549
Country 15,Political,Medium,2.76752347769896
Country 33,Environmental,High,1.0649808269985441
Country 48,Regulatory,High,3.259847666334327
Country 22,Social,Medium,1.925113437231115
Country 14,Environmental,Medium,4.875749195234771
Country 36,Regulatory,High,2.727774249075898
Country 5,Regulatory,High,4.0592188974035945
Country 47,Regulatory,High,1.6791223106725814
Country 37,Political,High,4.385094915185876
Country 43,Economic,High,3.108833824858956
Country 7,Social,Low,1.468792789630489
Country 24,Political,Medium,3.60495334643939
Country 50,Economic,High,1.5993253955803377
Country 40,Social,Low,4.351465463829413
Country 21,Political,Medium,4.114466330261154
Country 49,Environmental,Low,4.223183623585362
Country 7,Economic,High,1.3616573475248757
Country 6,Social,Low,3.0752180687808353
Country 15,Environmental,High,3.301309064926107
Country 25,Political,Low,1.598287238245661
Country 15,Economic,High,1.432753981173498
Country 7,Regulatory,Low,3.2779714018135078
Country 33,Social,Medium,3.5696479155504446
Country 23,Economic,Low,1.1948902117925324
Country 11,Regulatory,Low,3.7964021003353348
Country 12,Political,Medium,1.1558372677492028
Country 41,Regulatory,Medium,3.355168815978742
Country 21,Social,Low,1.4117820189948564
Country 21,Economic,High,1.2815707187801304
Country 7,Social,Medium,2.143684342024942
Country 47,Social,High,2.8980510965721225
Country 38,Economic,Medium,1.4772862362402397
Country 36,Economic,Medium,4.230042474928915
Country 49,Environmental,Medium,4.254202288951278
Country 36,Economic,Medium,1.6485823875750323
Country 5,Economic,Medium,3.716525538383097
Country 8,Regulatory,Low,3.0380883609069254
Country 23,Environmental,Medium,3.27908465856001
Country 49,Political,High,3.754656068020286
Country 39,Political,Low,1.2379726936622508
Country 42,Political,Medium,4.827570443965351
Country 30,Environmental,Low,3.4027041762878394
Country 4,Political,High,2.0169107917334066
Country 41,Environmental,Low,3.9915509898297734
Country 45,Social,Low,1.8937471734155755
Country 38,Political,High,2.023613248095646
Country 37,Regulatory,High,3.2806164782760048
Country 46,Political,Medium,4.276232598255408
Country 4,Environmental,Low,1.356430727196845
Country 43,Political,Medium,1.2568145651719589
Country 47,Political,Medium,4.31802742872073
Country 37,Political,High,1.2853290294392172
Country 50,Social,Low,3.360924982246084
Country 27,Social,Low,1.9119920295016755
Country 40,Economic,Low,2.6495299139319735
Country 6,Social,Low,2.338879568488807
Country 45,Social,High,4.589131595920687
Country 6,Political,Medium,2.9891574719799965
Country 8,Regulatory,High,3.505633246510094
Country 27,Regulatory,Low,1.6514163448802024
Country 7,Social,High,2.3098561321191746
Country 1,Environmental,Medium,4.671698947393706
Country 34,Social,High,1.4370256529735355
Country 12,Environmental,Medium,3.07907830548488
Country 15,Political,Low,4.363830982963439
Country 45,Regulatory,Low,1.6108455493462013
Country 44,Regulatory,Low,3.7745536427517625
Country 44,Regulatory,High,2.4272411097841364
Country 42,Environmental,Low,1.9870218807120104
Country 41,Environmental,Medium,1.1891372430364995
Country 42,Environmental,Medium,2.684977559019288
Country 23,Economic,Low,4.417986307194462
Country 39,Environmental,Low,1.3607038607717796
Country 15,Environmental,Low,4.744600991588161
Country 8,Economic,High,3.445035692488874
Country 29,Social,Medium,3.076701867508042
Country 39,Environmental,Medium,2.482014798902335
Country 36,Regulatory,Low,1.3732095910337856
Country 44,Economic,High,2.3521110562736904
Country 12,Political,Medium,3.3100958201108805
Country 44,Political,Low,4.89464021086491
Country 20,Social,Medium,4.8370558840823215
Country 45,Regulatory,Medium,2.485849047817828
Country 43,Social,Low,2.415820283775342
