Supplier,Region,Component_ID,Lead_Time_Days,Cost_USD,Reliability_Score
Supplier 3,North America,Component_015,7,44688.65105673935,0.9766217574454187
Supplier 38,Asia,Component_020,44,46873.17893738296,0.9209743091951348
Supplier 30,Africa,Component_018,48,45796.32070240967,0.7179944835484303
Supplier 4,Australia,Component_011,55,38208.58556151387,0.9300124479358878
Supplier 33,Africa,Component_013,57,46829.76723202468,0.8126614795893325
Supplier 29,North America,Component_006,41,8890.918022474762,0.9794509930440414
Supplier 20,Africa,Component_001,17,36746.18100373722,0.7545998680902846
Supplier 10,North America,Component_007,42,3206.9756364947193,0.9104420952282944
Supplier 2,Africa,Component_017,35,43106.56374727394,0.7847624391609668
Supplier 5,North America,Component_011,15,25081.639036084383,0.9794427789961284
Supplier 16,Asia,Component_019,40,17121.059041718552,0.7080065510120688
Supplier 37,Africa,Component_018,43,17715.00206279648,0.864939783373949
Supplier 26,South America,Component_003,44,6365.46096347528,0.9862686112725236
Supplier 34,Asia,Component_020,14,6162.181814855526,0.8860468945303761
Supplier 17,Asia,Component_012,23,5308.918577451179,0.7863106096376518
Supplier 32,Europe,Component_016,26,46760.11503241928,0.8440511081649473
Supplier 21,North America,Component_007,51,19309.856982084522,0.752227083382108
Supplier 18,Africa,Component_011,41,39395.557138396885,0.7820584023680144
Supplier 7,South America,Component_013,47,29633.455400971874,0.9019854814290597
Supplier 12,North America,Component_002,52,45453.75709291361,0.7778305136167626
Supplier 41,Africa,Component_015,5,6884.740460496635,0.8224372445204683
Supplier 49,Asia,Component_006,24,14550.07656228094,0.8845472750320538
Supplier 35,South America,Component_017,45,26816.81968735241,0.9996922682155804
Supplier 13,Asia,Component_003,52,28656.583860050247,0.9015519406023969
Supplier 9,North America,Component_001,47,40009.105422940804,0.7958752464092025
Supplier 44,Australia,Component_010,47,22983.772600971744,0.7714645552134276
Supplier 40,Asia,Component_009,19,24450.282829134365,0.7722837487638394
Supplier 18,North America,Component_005,32,42681.82535858907,0.8690817567070785
Supplier 16,North America,Component_011,14,49872.27853172704,0.7802296471346716
Supplier 10,Europe,Component_007,8,41725.087854958605,0.9575183524221524
Supplier 15,Europe,Component_006,45,30267.16953336584,0.7806523989537958
Supplier 10,Africa,Component_011,43,2889.9377746517184,0.8077304450078668
Supplier 40,Asia,Component_017,55,2911.1882876285927,0.8815539060721116
Supplier 37,Africa,Component_009,39,21799.911912333257,0.7599546836022543
Supplier 49,South America,Component_008,43,31554.211285813493,0.7873035474000248
Supplier 27,Africa,Component_003,10,6564.522334094421,0.97334571610925
Supplier 26,Africa,Component_001,14,44608.391396506326,0.8589372158139299
Supplier 18,Australia,Component_009,7,6519.887301523368,0.7272309422160663
Supplier 4,North America,Component_013,18,28975.63609026223,0.9064700300426742
Supplier 44,Europe,Component_012,36,12351.121979954556,0.9875847724979849
Supplier 29,Europe,Component_016,33,25071.55157165346,0.8073498020672236
Supplier 2,North America,Component_016,16,21507.357374664494,0.7711412576850682
Supplier 5,Africa,Component_003,43,14279.712731367483,0.7985567971864168
Supplier 40,North America,Component_006,58,10795.075746850354,0.7897405984213857
Supplier 3,Africa,Component_003,14,17570.73917120521,0.7952516752354076
Supplier 32,Australia,Component_018,52,45081.763163601565,0.9923238097815854
Supplier 45,Africa,Component_002,12,4587.309341697957,0.7511342080875022
Supplier 44,South America,Component_017,9,14266.961909067255,0.8186394317104029
Supplier 24,Europe,Component_014,11,33402.16333853143,0.7899117464329383
Supplier 2,Australia,Component_009,33,5462.714025434142,0.7912006496226321
Supplier 21,South America,Component_017,10,34891.87808530694,0.9386046892005229
Supplier 39,Europe,Component_018,30,2794.1886595705573,0.9764783033775718
Supplier 8,Asia,Component_020,48,9588.202401945284,0.8000401538068351
Supplier 18,Australia,Component_013,53,5498.922622806998,0.8827419896402319
Supplier 14,Europe,Component_016,30,5952.322110259937,0.8220409933482318
Supplier 42,Europe,Component_008,57,22543.302764383403,0.8698493049535024
Supplier 17,Australia,Component_005,48,34292.24113805885,0.8472050714714278
Supplier 5,South America,Component_001,42,26108.769173437704,0.8936746516202806
Supplier 3,Asia,Component_015,6,37537.96399869619,0.8097948823415901
Supplier 33,Asia,Component_006,59,32438.88283182042,0.9386158505464757
Supplier 17,Asia,Component_002,14,16437.846196073428,0.8533389874391958
Supplier 2,Australia,Component_013,20,7420.198958247246,0.9821541596469785
Supplier 4,South America,Component_016,39,29726.957819307474,0.7181371840364345
Supplier 4,North America,Component_018,56,31994.269369732014,0.8574951686223116
Supplier 38,Africa,Component_002,48,6842.053204276179,0.7159462361708159
Supplier 6,Asia,Component_019,51,30352.291936204165,0.9317349502455257
Supplier 13,North America,Component_010,26,32505.701910411433,0.7879896914748868
Supplier 26,South America,Component_002,26,41103.58844617108,0.7544987916661093
Supplier 17,Africa,Component_020,11,3580.0433760012943,0.9075568152538768
Supplier 19,Asia,Component_011,44,49224.6118638867,0.8127145220597629
Supplier 35,Australia,Component_006,59,35012.893707686424,0.7480063771059832
Supplier 21,Europe,Component_018,35,25563.961621734335,0.9179662789421301
Supplier 16,North America,Component_014,29,21479.560356662565,0.8987141102150407
Supplier 50,Africa,Component_001,31,31898.780627699518,0.8542024789959719
Supplier 8,Australia,Component_003,53,26932.962796848584,0.7609290189847084
Supplier 19,Australia,Component_010,20,23564.822309420826,0.9672970945171173
Supplier 5,Australia,Component_009,6,34735.1276418901,0.9956417500356829
Supplier 14,South America,Component_018,26,40936.328564050156,0.8883584917845615
Supplier 47,Europe,Component_016,39,47683.58828149015,0.8423254263960672
Supplier 46,Australia,Component_012,21,26268.752138178523,0.9619010591606661
Supplier 6,Europe,Component_016,45,28627.85431587455,0.8580714596738891
Supplier 43,Asia,Component_015,13,6769.61151693086,0.8246812599951964
Supplier 29,Africa,Component_018,40,28140.28613591313,0.7231497124311314
Supplier 38,Africa,Component_019,48,31864.945302976503,0.814116787640985
Supplier 43,North America,Component_016,45,29565.81299170435,0.7136725976386951
Supplier 43,North America,Component_007,59,31939.128519557227,0.8386569143230718
Supplier 36,Europe,Component_015,57,38254.64012888234,0.8609692489812322
Supplier 17,Africa,Component_014,21,17073.31782999463,0.8890540028494065
Supplier 1,Asia,Component_018,33,27906.163542610746,0.7633638728610345
Supplier 4,Asia,Component_015,36,36262.643721259294,0.7428426981886014
Supplier 45,Europe,Component_018,19,5330.98336802001,0.8136188658836312
Supplier 32,Asia,Component_002,47,8532.283756261819,0.8945991376726866
Supplier 24,South America,Component_017,55,32912.543586890664,0.9123162645126002
Supplier 47,North America,Component_006,56,10079.368104796702,0.7597357406172116
Supplier 40,Asia,Component_002,34,27848.979372141664,0.7943619408390202
Supplier 7,Africa,Component_001,46,1283.1548784111242,0.7954853620228488
Supplier 19,South America,Component_008,58,32268.954849211605,0.9484478010365196
Supplier 45,Africa,Component_012,33,46982.38052926883,0.814556968845717
Supplier 21,South America,Component_018,51,4531.292103266776,0.8147421674535132
Supplier 50,Australia,Component_016,30,11085.894943791698,0.9769673740050554
Supplier 3,North America,Component_007,13,19357.538521822353,0.7029822881613152
Supplier 11,Europe,Component_009,27,15229.775645737554,0.8253528011419632
Supplier 25,Australia,Component_011,49,5623.488027618606,0.7162674624081378
Supplier 20,North America,Component_006,47,29348.69947405185,0.7953381594818983
Supplier 33,North America,Component_020,51,7163.633517704748,0.9463804641485392
Supplier 33,Asia,Component_008,21,15461.668724407835,0.8481831812257854
Supplier 45,Europe,Component_020,6,14908.153484678398,0.8966008925352009
Supplier 37,Australia,Component_011,59,21621.490583054543,0.8508168730954686
Supplier 11,Africa,Component_016,29,2386.6806386114245,0.8438733268134752
Supplier 48,Asia,Component_012,39,36107.728763369014,0.9845560932496371
Supplier 6,North America,Component_014,55,2853.7652786295894,0.892538541352447
Supplier 47,Asia,Component_008,41,37531.010121495696,0.9696075866492948
Supplier 6,North America,Component_006,51,28439.14667475499,0.9735155350408473
Supplier 18,North America,Component_001,45,36861.05015831184,0.9214121247167195
Supplier 47,Africa,Component_018,29,37631.17620064838,0.8719176820983527
Supplier 47,Asia,Component_003,42,17408.686084639034,0.9331305400686973
Supplier 38,Europe,Component_012,53,15676.452721634856,0.871572869242462
Supplier 11,Australia,Component_007,30,31187.716814052685,0.7603882873861855
Supplier 43,South America,Component_002,24,14914.806537906026,0.9351541185032418
Supplier 39,North America,Component_014,25,10742.931444111022,0.909664776604233
Supplier 35,North America,Component_016,35,22180.988083180197,0.9643618302591166
Supplier 22,Australia,Component_008,6,5259.741624238424,0.9585494694773733
Supplier 26,Europe,Component_012,19,21963.067831373788,0.903016449830678
Supplier 22,North America,Component_017,30,29365.742402698794,0.860290207689511
Supplier 7,Australia,Component_017,14,40027.19013470114,0.8854770870323702
Supplier 35,Africa,Component_005,42,38900.154886282726,0.8058262982558846
Supplier 42,Africa,Component_016,58,12441.97457457631,0.7149941610388074
Supplier 7,Europe,Component_013,24,27807.236297532025,0.9211397054641108
Supplier 41,Europe,Component_016,16,43478.90429393675,0.8791387831515431
Supplier 48,South America,Component_005,59,19061.81506924907,0.8107942550193576
Supplier 40,North America,Component_012,38,44775.691678345946,0.8582971109455542
Supplier 39,North America,Component_012,5,28322.844232799074,0.9197853330037027
Supplier 21,Africa,Component_016,41,24362.52446875812,0.8184945876760807
Supplier 47,Europe,Component_013,27,1359.673034099882,0.7526575062042045
Supplier 46,Africa,Component_018,39,25466.85362713866,0.7152220868765296
Supplier 16,Africa,Component_002,55,41128.923431479365,0.828535372271056
Supplier 27,North America,Component_008,38,4984.514711784779,0.8796342875267882
Supplier 20,North America,Component_001,15,20942.515466056353,0.9032310921847346
Supplier 22,South America,Component_018,39,18127.610421411948,0.8455261588370094
Supplier 16,Asia,Component_005,54,47848.95226777969,0.7533592535593713
Supplier 29,Europe,Component_014,10,4517.917004058101,0.9363582768852974
Supplier 40,South America,Component_009,44,7431.570953148629,0.8746706616596984
Supplier 14,Europe,Component_020,41,2244.518652243938,0.9236476186040052
Supplier 16,Europe,Component_015,59,25882.130079865507,0.724720479318465
Supplier 32,Europe,Component_013,27,1691.0778847575916,0.9490881316990836
Supplier 2,Australia,Component_019,34,43192.15010192166,0.7095822781570155
Supplier 24,Europe,Component_008,17,23307.834199353307,0.9701623237705689
Supplier 47,North America,Component_012,50,15458.626349664488,0.8853199792696916
Supplier 7,Asia,Component_017,53,28027.56284750643,0.7000466556106317
Supplier 36,Australia,Component_009,27,45962.49404476472,0.9896567485470387
Supplier 21,South America,Component_012,35,14356.904754614858,0.8413454577436177
Supplier 1,North America,Component_012,44,33462.05776515666,0.8751445583500184
Supplier 29,Asia,Component_011,7,11316.128634566527,0.7173820603447634
Supplier 15,Australia,Component_016,6,2750.8925904685448,0.8792127319645179
Supplier 47,Australia,Component_017,44,16666.28050410694,0.9907558554694729
Supplier 32,Europe,Component_004,13,33132.203309395576,0.8500300362052318
Supplier 41,South America,Component_016,24,31551.96360514477,0.8068694734584407
Supplier 36,Australia,Component_009,9,9174.660151093083,0.7201207857307131
Supplier 20,North America,Component_016,26,3243.057865208785,0.8180690509565369
Supplier 50,Europe,Component_002,53,16379.519849238288,0.9441687283602456
Supplier 23,North America,Component_005,36,29191.013805607945,0.7534465739424433
Supplier 5,Europe,Component_004,10,44534.27253541634,0.9958405576238178
Supplier 2,Australia,Component_002,14,39833.32858355922,0.7642492813687133
Supplier 8,North America,Component_009,6,41259.5755825656,0.7624136370131019
Supplier 28,Africa,Component_014,20,27105.111169134754,0.8424741206459693
Supplier 46,Africa,Component_014,42,32080.62035565542,0.817942918663329
Supplier 9,Australia,Component_004,52,25284.58209325791,0.8294392895939532
Supplier 41,North America,Component_014,5,15897.61520175609,0.8865955596265048
Supplier 33,South America,Component_018,55,44139.97839720141,0.8345253914343563
Supplier 37,Europe,Component_019,20,1714.831480993702,0.7318808140600828
Supplier 47,Europe,Component_012,15,28091.966405150593,0.7029850510676643
Supplier 32,North America,Component_006,19,36717.90743276317,0.8292257779145165
Supplier 7,Africa,Component_002,37,38750.176219112225,0.9342897607564287
Supplier 2,South America,Component_002,19,28306.34767640644,0.7301990885064086
Supplier 8,Australia,Component_007,26,18222.607504874843,0.7475893620088528
Supplier 42,Africa,Component_014,6,29672.79804308706,0.9901898173052669
Supplier 1,Africa,Component_017,28,16633.1545317453,0.9303820477489608
Supplier 25,South America,Component_018,58,49320.37018818406,0.7284925598097216
Supplier 48,North America,Component_006,45,13828.208596888793,0.7109904067217588
Supplier 13,Australia,Component_002,47,22958.849553578202,0.7100157059264945
Supplier 5,South America,Component_014,14,40957.33469848365,0.772730611428744
Supplier 22,Australia,Component_001,34,44577.34821214623,0.7835311037314029
Supplier 40,Asia,Component_016,7,47910.08249953537,0.7491239876420361
Supplier 1,South America,Component_004,22,34846.30116698157,0.7627636848989723
Supplier 33,Africa,Component_015,9,27209.688099513176,0.7132450264785821
Supplier 21,North America,Component_004,22,29708.761405343932,0.7265118277911776
Supplier 49,Europe,Component_017,55,35218.301164502154,0.7501997336866004
Supplier 37,Africa,Component_017,59,33053.38228362655,0.9792487994763653
Supplier 22,South America,Component_013,45,10745.704203291363,0.8853840863742923
Supplier 3,South America,Component_007,37,16763.300697373023,0.9238814265224988
Supplier 9,South America,Component_017,37,28503.145217369394,0.7223785585200703
Supplier 2,Australia,Component_010,41,26433.34961286359,0.8962009288064094
Supplier 3,Australia,Component_018,48,16687.49532562298,0.9397679525654955
Supplier 24,South America,Component_010,30,39762.608177315335,0.8558043572338907
