Date,Region,Historical_Sales,Predicted_Sales,Market_Trend
2023-04-05 04:48:13,Australia,13428,15576,Declining
2022-12-29 19:59:47,Australia,44294,50504,Stable
2023-03-15 08:26:57,Africa,49565,48626,Stable
2022-09-12 20:46:24,Europe,24312,24470,Declining
2022-03-26 10:35:00,Europe,29941,29298,Stable
2022-02-13 15:03:10,Africa,17409,15835,Declining
2023-09-23 10:34:09,Asia,18870,19257,Growing
2023-11-29 23:05:35,Africa,22378,24452,Growing
2023-11-02 15:44:00,Asia,12817,14163,Stable
2022-08-10 01:38:33,Africa,34622,40119,Declining
2022-08-03 03:06:59,Africa,27072,24754,Declining
2022-05-18 05:17:30,Asia,24087,27272,Declining
2023-11-03 14:41:28,Africa,23713,28412,Growing
2023-04-02 12:45:29,Australia,3637,3308,Declining
2023-05-07 11:32:08,Africa,19485,18689,Stable
2022-08-15 19:28:29,North America,49745,55524,Growing
2022-03-23 14:41:07,Australia,10911,11468,Stable
2022-06-13 06:09:37,Australia,8303,8602,Growing
2023-05-18 04:27:56,Australia,28925,32836,Stable
2023-03-26 11:20:35,Australia,45947,44245,Declining
2022-12-25 00:10:13,Europe,7953,9381,Growing
2023-06-30 02:54:26,North America,2305,2334,Declining
2022-12-07 20:45:49,Europe,19203,22932,Growing
2022-08-10 20:59:30,South America,33555,35925,Growing
2023-08-12 01:20:00,North America,22605,22171,Declining
2022-12-11 16:27:25,Asia,49783,51720,Declining
2023-04-29 10:22:33,Australia,46887,53674,Stable
2022-06-03 18:55:21,North America,22127,24964,Declining
2022-01-21 21:48:27,Australia,24343,27067,Declining
2023-02-03 07:51:38,Africa,15367,13873,Declining
2022-08-22 11:22:52,Asia,44075,46703,Growing
2022-01-27 15:00:48,Australia,4870,5503,Stable
2022-09-19 03:41:21,North America,16082,18375,Growing
2023-10-22 17:20:23,Europe,22723,24541,Growing
2022-05-16 08:20:36,South America,12329,14623,Declining
2023-09-11 10:11:07,South America,19887,18370,Stable
2022-03-11 02:48:58,North America,35381,37483,Stable
2022-05-17 15:45:49,Europe,49715,48044,Stable
2022-09-11 17:21:24,Asia,13069,14541,Growing
2023-12-01 11:32:13,South America,46081,42820,Growing
2022-11-07 01:38:11,Africa,27482,28208,Growing
2023-06-28 16:39:16,South America,49042,48479,Growing
2023-03-21 22:41:10,Europe,5406,5466,Stable
2023-12-10 00:05:15,South America,27573,30525,Growing
2023-08-12 11:00:00,South America,17508,16634,Stable
2023-04-30 19:30:43,Asia,21841,20425,Declining
2022-01-11 19:09:11,Africa,38017,44509,Stable
2023-09-26 23:26:43,Africa,32819,38248,Growing
2023-12-16 11:17:12,Africa,12105,13113,Declining
2023-01-23 21:52:45,South America,6619,6231,Declining
2023-05-26 13:53:10,Africa,25465,23194,Declining
2023-01-17 10:30:58,Europe,3861,4095,Growing
2022-04-22 02:16:14,North America,9790,9378,Growing
2023-07-06 02:56:22,Asia,29006,34724,Growing
2023-09-17 09:47:17,Europe,43354,47312,Growing
2023-04-20 19:03:09,North America,45213,54066,Growing
2023-07-12 00:57:29,Asia,43617,41906,Declining
2022-08-11 14:24:16,Australia,49966,51808,Declining
2023-09-10 15:31:45,Africa,43262,43024,Declining
2023-09-30 05:01:26,Africa,31239,31179,Stable
2023-10-21 06:09:52,Africa,5614,5646,Growing
2023-01-17 08:18:03,South America,47898,55278,Stable
2023-12-12 04:45:36,Europe,33934,37698,Stable
2022-08-17 18:11:57,Australia,47355,55853,Stable
2023-11-04 22:58:24,Europe,46658,46024,Stable
2023-07-09 15:55:14,Europe,14166,14174,Stable
2022-02-21 12:24:11,Australia,41213,43508,Declining
2023-05-22 19:55:45,Australia,14124,16722,Stable
2022-12-05 00:03:00,Australia,35412,40979,Stable
2023-10-22 20:55:17,Europe,38887,45743,Stable
2023-07-17 11:38:54,Europe,42999,38814,Stable
2023-05-05 07:20:26,North America,19631,23419,Declining
2023-06-18 12:29:57,South America,44463,50816,Declining
2022-05-22 04:58:53,Australia,45728,46932,Growing
2022-01-11 04:59:48,Europe,13601,13783,Growing
2022-10-08 22:15:21,Australia,22971,23314,Declining
2023-12-23 22:47:01,Asia,39738,38579,Declining
2023-11-27 19:05:43,North America,47082,54050,Growing
2022-09-25 07:52:35,Asia,3848,3517,Growing
2023-01-14 23:32:48,Europe,11302,10643,Stable
2022-02-02 01:30:01,North America,45409,46311,Growing
2022-04-19 17:47:38,Asia,37433,43849,Stable
2023-04-29 01:33:50,Asia,39321,40048,Growing
2022-02-15 13:20:53,Europe,33004,33614,Declining
2023-08-17 19:13:02,Asia,10620,11930,Growing
2023-12-15 20:43:22,North America,41484,41730,Stable
2023-07-01 15:47:05,North America,30068,31662,Declining
2022-09-01 21:07:36,Australia,12113,13083,Declining
2023-09-24 00:21:18,Australia,2449,2495,Declining
2022-11-13 14:15:02,South America,19352,23212,Declining
2023-06-26 05:20:34,Asia,8725,10033,Stable
2022-01-06 03:27:23,Australia,38758,45524,Growing
2023-07-03 17:30:40,North America,42126,42692,Growing
2022-03-19 09:38:41,Africa,4704,4762,Growing
2023-11-12 09:21:18,Asia,29126,33377,Stable
2022-09-10 16:49:54,Africa,22086,23075,Stable
2022-08-07 02:27:52,Australia,42216,43097,Stable
2022-10-26 05:00:03,North America,47050,56218,Declining
2022-04-04 23:12:10,Europe,40417,41748,Growing
2022-04-25 18:14:40,Australia,27455,32113,Declining
2022-01-08 08:43:36,Australia,22611,23120,Declining
2022-08-10 10:04:20,Europe,4024,3857,Stable
2022-02-07 11:42:40,Asia,44156,41331,Stable
2023-11-04 19:31:03,Africa,20651,20590,Growing
2023-09-14 22:37:54,North America,24876,23968,Growing
2023-07-19 11:18:20,Asia,35375,42203,Declining
2022-12-31 10:56:08,Africa,45453,45410,Declining
2022-01-29 21:03:03,Australia,17210,17366,Declining
2022-10-23 01:52:37,North America,34287,31258,Stable
2022-04-07 17:19:16,Africa,32229,38377,Stable
2022-03-06 18:55:12,Africa,39819,44868,Stable
2023-09-10 21:38:24,South America,7851,8030,Stable
2023-06-12 14:43:41,Asia,21266,22025,Growing
2023-03-03 20:32:25,Africa,40933,45654,Declining
2023-03-22 18:23:37,Africa,44708,40723,Stable
2022-05-31 15:35:18,Asia,45026,43335,Declining
2022-09-24 21:32:22,Asia,11991,12133,Growing
2022-11-30 11:47:16,North America,33449,33222,Stable
2023-05-25 01:30:54,Africa,23961,25279,Declining
2022-02-14 05:34:38,Africa,36819,40437,Growing
2022-10-26 22:09:04,Asia,4142,4285,Growing
2022-05-20 14:00:09,South America,21221,22461,Stable
2022-06-01 11:15:58,Europe,21444,19613,Stable
2022-12-31 03:54:33,Europe,3992,3609,Stable
2023-11-13 11:02:49,Europe,21632,22333,Stable
2023-06-30 11:59:34,South America,21813,20850,Stable
2023-05-07 10:00:50,Europe,1559,1827,Stable
2023-09-09 15:12:52,South America,42093,50342,Declining
2022-05-29 17:37:44,Europe,27134,31127,Stable
2023-12-08 02:48:28,Australia,2151,2179,Stable
2022-07-09 07:35:15,Asia,29386,35126,Stable
2022-01-27 06:19:43,Europe,19840,21707,Declining
2023-08-06 13:54:59,Asia,37367,35060,Stable
2023-02-06 20:13:21,North America,36509,40262,Stable
2022-03-12 22:58:08,Africa,13328,13862,Declining
2022-07-24 14:50:58,Europe,23199,24665,Declining
2023-07-29 18:15:42,Europe,29465,27521,Growing
2022-04-10 06:14:04,South America,39648,43787,Stable
2023-09-25 22:34:55,North America,21955,21610,Growing
2023-01-09 12:26:44,Europe,20589,24338,Growing
2023-01-07 01:51:36,Europe,28235,33318,Growing
2022-03-27 07:17:22,South America,30976,28222,Declining
2023-08-02 08:19:12,Africa,21110,24989,Declining
2023-02-12 09:46:36,South America,48823,47328,Growing
2023-07-18 05:19:06,Asia,45728,44157,Stable
2023-08-17 09:22:59,South America,27520,25030,Growing
2022-06-01 06:37:41,Europe,6114,6018,Declining
2022-04-19 17:39:07,Australia,17215,17323,Stable
2023-01-17 09:15:47,Europe,49004,51177,Stable
2022-02-04 17:14:38,Europe,13090,11900,Declining
2022-10-26 07:02:11,South America,41570,43466,Stable
2022-03-09 07:55:25,South America,32047,29120,Stable
2023-05-18 08:51:25,Australia,17468,19419,Declining
2023-04-29 13:27:25,South America,34939,32008,Growing
2022-08-09 03:54:55,North America,49507,45802,Growing
2022-01-31 13:49:12,Europe,42735,44644,Growing
2022-03-26 13:14:03,North America,11739,11159,Declining
2023-03-22 16:21:23,Africa,39794,43523,Growing
2023-04-05 11:50:06,North America,41403,41108,Growing
2023-12-30 15:35:27,Europe,10357,9719,Declining
2023-02-11 03:29:40,South America,32579,29858,Growing
2023-01-31 07:07:47,Asia,18478,19021,Growing
2022-12-15 22:57:02,South America,31566,31918,Growing
2022-02-22 02:27:33,North America,37404,43309,Declining
2023-06-16 04:41:51,Australia,45625,47032,Declining
2023-03-13 19:47:30,South America,49389,53538,Growing
2022-09-05 18:29:48,Africa,27578,30824,Stable
2022-12-17 03:00:52,Europe,6558,7195,Declining
2022-05-18 13:47:26,South America,28212,32245,Growing
2022-02-23 04:10:55,Africa,20756,24158,Stable
2023-08-25 09:23:44,Asia,12755,12334,Declining
2023-07-16 13:43:34,Australia,9960,10080,Growing
2023-06-18 02:26:51,Europe,44015,50191,Declining
2022-07-05 09:41:11,Europe,14226,13776,Declining
2023-09-17 08:42:36,North America,16566,17355,Growing
2023-12-24 19:13:54,Europe,18434,19309,Stable
2023-02-09 21:13:50,Africa,24579,28985,Declining
2023-05-14 07:28:51,South America,36206,43226,Stable
2023-05-31 03:30:23,Australia,37782,41189,Stable
2023-12-14 21:07:25,Europe,7305,7772,Stable
2023-03-07 11:32:29,Asia,2971,3386,Declining
2022-08-21 20:30:42,Asia,48302,43661,Growing
2023-01-05 04:21:32,South America,7267,8147,Stable
2023-01-17 04:24:04,Europe,3477,3189,Declining
2022-05-27 09:09:33,Asia,32813,37747,Declining
2023-06-30 15:27:06,Asia,8692,7879,Declining
2023-07-23 17:20:30,Europe,6543,6867,Stable
2022-11-15 19:31:06,Australia,21304,24421,Declining
2023-01-26 10:19:28,Africa,10125,11652,Declining
2023-10-22 11:44:25,Australia,1533,1500,Stable
2022-05-10 08:17:07,Asia,13679,14476,Growing
2022-04-03 08:58:02,Asia,1673,1888,Stable
2022-02-05 01:52:21,Australia,28268,30044,Declining
2023-08-06 01:07:50,North America,3431,3983,Declining
2023-02-13 16:39:41,South America,29497,29799,Declining
2022-05-31 18:05:53,North America,12439,11258,Declining
2022-11-23 20:53:24,Africa,19902,18924,Stable
2022-05-16 23:32:47,Asia,14796,13872,Declining
2023-11-16 17:40:59,North America,16963,15433,Declining
2022-02-15 08:16:58,Africa,36386,42644,Growing
2023-09-19 14:38:08,North America,36241,40233,Stable
2023-07-28 18:08:11,Australia,47291,44174,Growing
2023-01-23 17:45:25,Europe,45659,41589,Stable
2023-09-21 07:50:55,Africa,38251,45808,Stable
2023-05-19 19:22:19,South America,31154,35631,Declining
2022-07-04 05:30:22,South America,47046,51650,Stable
2022-03-21 17:54:24,North America,20664,19511,Stable
2023-09-13 23:42:11,South America,13257,14444,Growing
2022-08-08 07:48:15,North America,31418,36462,Growing
2023-04-08 12:39:19,Asia,4845,5017,Declining
2022-03-11 09:08:08,Africa,47276,49763,Declining
2023-09-17 04:31:10,Europe,15979,18829,Growing
2023-12-02 20:31:09,Africa,39267,37639,Declining
2022-12-03 00:18:09,Asia,26571,30031,Stable
2023-10-17 01:19:04,North America,8190,8166,Declining
2022-12-01 01:57:18,Africa,37037,36558,Stable
2023-02-22 07:47:46,Asia,31939,37634,Declining
2022-03-30 00:47:47,Australia,17932,16483,Declining
2023-09-01 22:20:59,South America,39184,45878,Declining
2022-06-07 08:08:04,North America,22173,25929,Growing
2022-10-18 01:08:11,Africa,5370,5776,Growing
2023-05-18 08:13:07,South America,17239,17227,Stable
2023-10-06 22:45:48,Australia,6858,6174,Stable
2023-07-23 05:21:13,South America,7749,8881,Stable
2022-07-04 10:49:39,Africa,45443,51939,Declining
2022-02-03 15:08:06,South America,22177,20714,Stable
2022-12-24 16:01:57,Australia,38945,41058,Growing
2022-12-05 22:22:30,Asia,32472,32104,Declining
2022-11-19 17:35:05,North America,28749,29753,Stable
2023-11-04 12:58:26,Australia,15284,13964,Growing
2022-03-08 20:01:42,North America,31011,32884,Growing
2023-12-09 01:59:48,Australia,18203,21024,Growing
2022-11-09 13:52:33,Europe,38070,40489,Declining
2023-04-25 06:09:35,Africa,29487,33406,Growing
2023-08-04 07:48:38,Europe,24993,25605,Growing
2023-01-07 12:24:14,South America,29727,34527,Growing
2022-05-13 06:28:58,Australia,11277,11811,Declining
2022-12-24 21:06:16,Europe,4229,3925,Stable
2022-10-26 00:38:10,North America,2918,3412,Stable
2023-01-05 06:52:28,Asia,36956,38746,Stable
2022-08-04 07:26:06,Australia,31880,37212,Growing
2023-04-21 18:55:57,South America,13059,12440,Growing
2023-06-03 09:11:59,Australia,6353,6860,Growing
2022-01-08 20:13:04,Australia,8775,10482,Declining
2023-03-26 18:39:35,Europe,42296,46660,Growing
2022-01-09 19:58:14,Africa,38601,41769,Stable
2023-06-19 05:20:36,North America,34247,35538,Declining
2023-07-02 13:39:48,North America,32606,33033,Stable
2023-05-20 07:54:05,Asia,25703,28465,Growing
2023-07-04 09:08:08,Australia,36357,40581,Growing
2022-03-17 15:49:26,South America,31950,30419,Growing
2023-05-18 06:33:27,South America,5549,5421,Growing
2023-05-26 22:49:36,Australia,47528,56386,Declining
2023-12-14 08:34:51,Africa,41664,38963,Stable
2023-11-29 14:22:10,Africa,6051,5674,Growing
2023-02-02 12:15:33,Africa,5544,5164,Declining
2022-12-14 13:16:42,South America,14154,14155,Declining
2022-09-10 19:45:46,Australia,24286,27600,Growing
2023-02-16 05:52:47,South America,21336,21395,Declining
2023-02-24 20:58:58,North America,40399,48203,Stable
2023-02-21 18:56:33,South America,7494,7674,Stable
2023-03-12 03:08:44,Africa,33568,34777,Stable
2022-10-27 21:32:14,Asia,40526,45134,Stable
2022-01-08 10:05:22,Asia,43630,48763,Stable
2022-08-01 17:34:31,Asia,3846,4555,Growing
2022-11-19 17:30:20,North America,47008,45845,Stable
2023-04-04 03:07:27,Australia,43927,50165,Growing
2023-11-14 00:00:35,Asia,16995,15378,Declining
2022-03-20 02:40:26,North America,18917,17215,Growing
2023-09-26 09:36:00,North America,26369,25869,Growing
2023-09-27 01:16:55,Australia,14521,13357,Stable
2022-10-04 10:02:01,South America,13506,15581,Stable
2023-12-30 00:50:19,North America,13324,12234,Stable
2022-11-18 10:21:24,South America,49921,52486,Stable
2023-11-28 23:49:07,South America,47001,46728,Growing
2023-06-29 02:50:31,Asia,5273,5278,Declining
2022-10-10 20:13:21,North America,34089,34589,Growing
2022-02-17 00:00:15,Australia,35007,37477,Growing
2022-07-18 19:51:18,South America,23351,25507,Stable
2022-02-14 04:33:28,Asia,28018,33270,Declining
2022-10-03 19:03:27,North America,23388,23045,Growing
2023-12-12 22:05:16,Asia,22292,21684,Growing
2023-01-19 23:38:49,South America,48243,50196,Declining
2023-07-02 01:30:42,Australia,10972,12893,Growing
2022-10-25 18:50:58,North America,43071,39956,Growing
2023-06-04 11:48:28,Australia,10644,11069,Stable
2022-05-08 14:41:37,Australia,14698,14369,Stable
2022-05-27 19:08:30,Africa,27977,29079,Growing
2022-04-02 17:58:23,North America,26016,24593,Growing
2023-03-26 12:08:44,North America,21712,19649,Growing
2022-06-18 06:05:53,Australia,48526,49256,Stable
2022-11-14 02:02:01,Africa,48764,46127,Declining
2023-05-25 09:35:09,Australia,20168,23833,Growing
2023-04-02 06:49:54,South America,13677,12885,Stable
2022-06-14 06:14:06,Australia,18528,16790,Stable
2022-02-03 08:21:26,Australia,32021,29283,Stable
2023-01-02 20:53:10,Europe,2577,2336,Stable
2022-06-19 06:54:18,North America,43509,40676,Growing
2022-12-16 22:38:14,North America,38820,44959,Declining
2022-12-13 20:10:29,North America,14881,17332,Declining
2022-10-16 01:21:38,South America,40518,43283,Growing
2022-05-26 11:54:40,North America,8543,8175,Growing
2022-08-18 11:40:02,Europe,2088,2274,Growing
2023-08-05 11:47:29,Europe,3805,4494,Growing
2022-12-19 14:03:03,Africa,40696,47321,Declining
2022-02-22 23:51:55,Australia,27503,31254,Growing
2023-10-26 02:02:27,Europe,11853,10954,Stable
2023-04-05 12:53:41,Australia,47741,50803,Stable
2022-11-23 19:13:15,South America,16066,18186,Stable
2022-01-04 22:30:46,Australia,41788,45424,Growing
2023-01-10 11:12:58,Australia,22289,22154,Declining
2022-07-11 13:36:09,North America,49090,53424,Declining
2022-10-30 12:32:12,South America,43655,40211,Declining
2022-03-14 18:39:18,Africa,41313,49333,Declining
2023-05-09 07:33:33,Australia,22562,20537,Stable
2022-08-07 08:34:21,North America,43630,48412,Growing
2023-06-17 20:59:56,Asia,19155,17682,Declining
2023-09-05 18:30:32,South America,23340,21053,Stable
2022-03-09 07:31:21,North America,18631,20472,Stable
2023-04-03 22:17:17,Australia,41555,42375,Stable
2022-02-27 06:15:06,Europe,22353,22095,Declining
2022-06-04 19:17:18,North America,18044,18486,Growing
2022-07-30 10:54:58,Africa,30135,35454,Declining
2022-10-05 17:56:07,Africa,44009,49983,Growing
2022-08-07 07:53:51,Australia,12821,12690,Growing
2023-12-26 07:32:13,South America,45332,43459,Stable
2022-04-03 01:56:30,Europe,32473,32360,Growing
2022-10-10 22:11:52,Asia,32079,31004,Declining
2023-02-16 14:29:34,Asia,4170,3809,Stable
2022-09-14 05:09:02,Africa,47547,48413,Growing
2023-11-10 02:49:56,Asia,18250,21850,Stable
2022-08-20 03:37:05,Europe,36903,39218,Stable
2023-07-18 16:39:58,Africa,16387,16749,Declining
2023-03-12 07:37:10,Asia,5228,5831,Stable
2022-03-08 23:06:41,Africa,48971,57434,Growing
2022-01-10 21:50:06,Africa,27717,28531,Stable
2023-06-15 14:40:40,South America,15720,14205,Stable
2023-10-10 22:44:40,North America,32552,31528,Stable
2023-09-06 04:08:21,Asia,31377,28384,Growing
2023-12-13 13:35:18,Europe,39033,43970,Growing
2023-04-23 19:35:32,Africa,13314,13748,Growing
2022-12-08 09:15:32,Africa,46620,49471,Growing
2022-06-01 05:26:31,Australia,33956,33361,Growing
2023-12-08 14:38:08,Australia,28321,30194,Growing
2023-03-19 07:34:59,Europe,27562,31640,Growing
2023-08-27 09:10:07,North America,30838,27874,Growing
2023-10-09 06:58:25,Africa,8169,9309,Declining
2023-10-09 16:09:05,Africa,33821,33711,Stable
2022-11-25 08:47:45,Asia,1549,1430,Stable
2023-05-22 21:37:12,South America,37246,35894,Stable
2022-07-07 17:43:46,North America,35722,39270,Stable
2023-04-05 05:54:29,Africa,43092,41258,Growing
2023-02-10 23:39:28,South America,36574,43823,Stable
2023-02-07 06:46:03,South America,5000,4959,Growing
2023-07-19 13:18:07,Africa,18265,18694,Stable
2023-06-21 14:27:58,Asia,43145,41743,Stable
2023-05-07 01:16:06,South America,12821,14206,Stable
2023-02-14 04:43:02,Australia,10824,12926,Stable
2023-08-06 19:29:20,North America,43242,49691,Growing
2022-02-03 14:45:59,Asia,13291,14801,Growing
2023-12-30 18:56:35,Asia,27678,32509,Stable
2023-09-06 00:18:21,North America,14944,15270,Declining
2022-05-15 19:54:05,Africa,48681,51685,Growing
2022-07-28 00:55:38,Asia,31761,37541,Stable
2022-10-26 23:45:46,North America,29203,28613,Stable
2023-09-22 03:04:27,South America,18220,16632,Declining
2023-10-24 17:05:31,North America,32274,34202,Growing
2022-01-03 21:18:55,Europe,4284,4798,Growing
2022-08-12 13:22:19,South America,2297,2448,Growing
2023-07-30 08:41:56,Europe,4891,4741,Stable
2022-10-06 22:17:58,Europe,25954,26099,Stable
2022-11-21 04:26:17,Europe,25902,27694,Declining
2023-05-30 04:18:44,Asia,39203,38510,Declining
2023-06-07 19:13:39,Africa,25425,30396,Stable
2022-07-07 14:16:50,Europe,4772,4760,Declining
2022-12-11 21:11:41,North America,33673,32040,Stable
2022-06-22 12:36:48,Australia,45788,45337,Declining
2023-05-16 02:40:06,Europe,7008,8066,Growing
2023-07-29 11:10:12,Australia,19097,21662,Growing
2023-04-17 18:19:04,South America,22085,20894,Declining
2023-06-10 11:23:34,Europe,11039,10285,Declining
2023-04-16 06:54:39,North America,27138,27759,Growing
2022-11-30 11:49:23,Europe,16775,18094,Declining
2023-12-11 00:57:21,Australia,46320,51543,Growing
2022-12-01 08:47:09,Europe,3979,3814,Declining
2023-05-21 18:59:03,Australia,22826,21251,Declining
2023-02-05 10:58:25,South America,45914,48161,Growing
